"Author, Last","Author, First",Series,Series #,Title,Pbk?,ISBN,Comments
Weeks,Brent,Lightbringer,1,The Black Prism,✓,978-0-316-06813-0,Author Autographed
Weeks,Brent,Lightbringer,2,The Blinding Knife,,978-0-316-07991-4,Author Autographed
Weeks,Brent,The Night Angel,1,The Way of Shadows,✓,978-0-316-03367-1,Author Autographed
Weeks,Brent,The Night Angel,2,Shadow's Edge,✓,978-0-316-03365-7,Author Autographed
Weeks,Brent,The Night Angel,3,Beyond the Shadows,✓,978-0-316-03366-4,Author Autographed
Werfel,Franz,,,The Song of Bernadette,,,
Westerfeld,Scott,Uglies,1,Uglies,✓,978-0-689-86538-1,
Westerfeld,Scott,Uglies,2,Pretties,✓,978-0-689-86539-8,
Westerfeld,Scott,Uglies,3,Specials,✓,978-1-4169-4795-0,
White,E. B.,,,Essays of E. B. White,,0-06-014576-5,
Whyte,Jack,,,The Singing Sword,✓,0-812-55139-7,
Wilde,Oscar,The Works of...,,The Works of Wilde,,,
Wilde,Oscar,,,Complete Fairy Tales of Oscar Wilde,✓,0-451-52435-7,
Williams,Beryl,,,The Great Houdini,✓,,
Williams,Liz,,,WorldSoul,✓,978-1-60701-295-5,
Williams,Tad,Memory of Sorrow and Thorn,1,The Dragonbone Chair,,,
Williams,Tad,Memory of Sorrow and Thorn,2,Stone of Farewell,,,
Williams,Tad,Memory of Sorrow and Thorn,3,To Green Angel Tower,,0-88677-521-3,
Willis,Connie,,,To Say Nothing of the Dog,✓,0-553-57538-4,
Wrede,Patricia C.,Enchanted Forest Chronicles,1,Dealing with Dragons,✓,0-15-204566-X,
Wrede,Patricia C.,Enchanted Forest Chronicles,2,Searching for Dragons,✓,0-15-204565-1,
Wrede,Patricia C.,Enchanted Forest Chronicles,3,Calling on Dragons,✓,0-15-204692-5,
Wrede,Patricia C.,Enchanted Forest Chronicles,4,Talking to Dragons,✓,0-15-204691-7,
Wroblewski,David,,,The Story of Edgar Sawtelle,,978-0-06-176806-4,
Yep,Laurence,,,Dragon's Gate,✓,0-590-20335-X,
Yolen,Jane,Pit Dragon: 1,1,Dragon's Blood,✓,0-15-205126-0,
Yolen,Jane,Pit Dragon: 1,2,Heart's Blood,✓,0-15-205118-X,
Yolen,Jane,Pit Dragon: 1,3,A Sending of Dragons,✓,0-15-205128-7,
Yolen,Jane,Pit Dragon: 1,1 - 3,The Pit Dragon Trilogy,,978-1-56865-900-8,
Yolen,Jane,Pit Dragon: 2,4,Dragon's Heart,,978-0-15-205919-4,
Yolen,Jane,,,Sword of the Rightful King,,0-15-202527-8,
Zuzak,Markus,,,The Book Thief,✓,978-0-375-84220-7,
